Keyword;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Mar 2025;Searches: Apr 2025;Searches: May 2025;Searches: Jun 2025;Searches: Jul 2025;Searches: Aug 2025;Searches: Sep 2025;Searches: Oct 2025;Searches: Nov 2025;Searches: Dec 2025;Searches: Jan 2026;Searches: Feb 2026
lanterna traseira honda fit;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2004;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2007;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2007 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2008 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2009;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2010 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2013;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2013 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2014 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2015;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2015 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit 2016;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira honda fit original;50;∞;∞;Médio;57;;;;;;;;;;;;;;;;;;;
lanterna traseira hornet;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hr;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hr original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hrv;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hrv 2016;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hrv 2016 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hrv 2017 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hrv 2018 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hrv 2020;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hrv 2020 original;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira hrv 2021 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hrv original;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira hyundai hr;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira i30;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira i30 2011 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira i30 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira idea;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira idea 2007;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira idea 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira idea 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira idea 2012;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira idea adventure 2007;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira intruder;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira intruder 125;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ipanema;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira iveco;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira iveco daily;50;0%;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
lanterna traseira iveco daily original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira iveco stralis;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira iveco tector;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ix35;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ix35 2018;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ix35 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jac j3;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jac j3 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jac j3 hatch 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jac j3 sedan;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jac j3 turin 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jac j3 turin 2015;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep compass 2017;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep compass 2018 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep compass 2021;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep renegade 2016;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep renegade 2020;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep renegade 2022;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep willys;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira jetta;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jetta 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jetta led;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira jumpy;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ka;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ka 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kadett;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kadett gsi;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kadett original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kangoo;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kasinski mirage 150;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kia bongo;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kia bongo k2500;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kia cerato 2011;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kia picanto 2010;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira kia soul 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kia sportage 2008;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kicks 2018;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kombi;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira kombi corujinha;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kombi led;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kombi original;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira kombi tuning;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kwid;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kwid 2019;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kwid 2020;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira kwid 2022;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira l200 outdoor;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira l200 triton 2012 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira l200 triton 2015 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira l200 triton 2019 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira l200 triton 2020 original;50;∞;∞;Médio;43;;;;;;;;;;;;;;;;;;;
lanterna traseira l200 triton 2022;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira lada laika;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira lada niva;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira lado direito;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira lado esquerdo;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira lancer;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira lancer led;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira land rover discovery 4;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira land rover freelander 2;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira led caminhão;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira led gol quadrado;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira led moto;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira led universal;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira librelato;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira lifan x60 2014;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira lifan x60 2015;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira lifan x60 2016;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira lifan x60 2018;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira linea;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira linea 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira linea 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira linea 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2007;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2009;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2009 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2010;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2011;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2011 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2012;50;∞;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2012 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2013;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2013 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2014;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2014 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2015;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2015 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2016;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2016 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2017;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2018;50;∞;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2018 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2019;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2019 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2020;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2020 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2021;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logan original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira logus;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira marcopolo g6;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira marcopolo g7;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira marea;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira marea 99;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira master;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira master 2010;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira master 2015;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira master 2019;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira maverick;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mb;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mb 1620 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira megane 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mercedes;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mercedes 1113;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira mercedes a200;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mercedes c180;50;0%;∞;Baixo;29;;;;;;;;;;;;;;;;;;;
lanterna traseira mercedes c180 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mercedes c200;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mercedes classe a 160;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mercedes gla 200;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mercedes led;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira meriva;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira meriva 2007;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira meriva 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira meriva 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira meriva 2012;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira meteor;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mini cooper;50;0%;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
lanterna traseira mondeo 97;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira montana;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira montana 2004;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira montana 2007;50;∞;∞;Baixo;29;;;;;;;;;;;;;;;;;;;
lanterna traseira montana 2008 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira montana 2009;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira montana 2010 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira montana 2011;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira montana 2012;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira montana 2013;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira montana original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira monza;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira monza 89;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira monza tubarão;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira monza tubarão original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira moto honda;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira moto led;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira moto universal;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira mt 03;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira mustang;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
lanterna traseira neblina;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira new beetle;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira new civic;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira new civic 2008 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira new fiesta;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira new fiesta 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira new fiesta 2015;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira new fiesta sedan 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira new fiesta sedan 2011 mexicano;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira new fiesta sedan 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira nissan kicks;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira nissan march;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira nissan sentra 2012 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira nissan versa;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira nissan versa original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira nivus;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira noma;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira omega;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira omega 93;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira omega fume;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira omega original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onibus;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2013;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2013 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2014;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2014 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2015 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2016;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2016 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2017;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2017 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2018 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2019 original;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2020 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2021;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2021 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix hatch 2021;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix joy 2017 original;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira onix joy 2018;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix joy 2018 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix joy 2019;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix joy 2019 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix joy 2020 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix lt 2018 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix plus;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira onix plus 2020;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira onix plus 2020 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix plus 2021;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix plus 2021 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix plus premier 2020;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix sedan 2020;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix sedan 2020 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira onix turbo 2020;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira opala;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira opala 79;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira opala 80;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira opala 88;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira opala 90;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira opala diplomata 92;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira oroch;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira oroch 2016;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira oroch 2020;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira oroch 2021;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira oroch original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira outlander 2012;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira outlander 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira outlander 2015;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira outlander 2016;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira pajero dakar;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pajero full;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pajero tr4;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pajero tr4 2013;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pajero tr4 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2000;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2001;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2001 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2002;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2003;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2004;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2007;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2007 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2009;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2012;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2012 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
